id,number,name,form,region,type_1,type_2,ability_1,ability_2,ability_hidden,generation,legendary,mega,height,weight,hp,attack,defense,special_attack,special_defense,speed,total
872,741,Oricorio,1,global,Fire,Flying,Dancer,"","",7,0,0,0.6,3.4,75,70,70,98,70,93,476
873,741,Oricorio,1,global,Electric,Flying,Dancer,"","",7,0,0,0.6,3.4,75,70,70,98,70,93,476
874,741,Oricorio,1,global,Psychic,Flying,Dancer,"","",7,0,0,0.6,3.4,75,70,70,98,70,93,476
875,741,Oricorio,1,global,Ghost,Flying,Dancer,"","",7,0,0,0.6,3.4,75,70,70,98,70,93,476
876,742,Cutiefly,1,global,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.1,0.2,40,45,40,55,40,84,304
877,743,Ribombee,1,global,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.2,0.5,60,55,60,95,70,124,464
878,744,Rockruff,1,global,Rock,"",Keen Eye,Vital Spilit,Steadfast,7,0,0,0.5,9.2,45,65,40,30,40,60,280
879,744,Rockruff,1,global,Rock,"",Own Tempo,"","",7,0,0,0.5,9.2,45,65,40,30,40,60,280
880,745,Lycanroc,1,global,Rock,"",Keen Eye,Sand Rush,Steadfast,7,0,0,0.8,25,75,115,65,55,65,112,487
881,745,Lycanroc,1,global,Rock,"",Keen Eye,Vital Spilit,No Guard,7,0,0,1.1,25,85,115,75,55,75,82,487
882,745,Lycanroc,1,global,Rock,"",Tough Claws,"","",7,0,0,0.8,25,75,117,65,55,65,110,487
883,746,Wishiwashi,1,global,Water,"",Schooling,"","",7,0,0,0.2,0.3,45,20,20,25,25,40,175
884,746,Wishiwashi,1,global,Water,"",Schooling,"","",7,0,0,8.2,78.6,45,140,130,140,135,30,620
885,747,Mareanie,1,global,Poison,Water,Merciness,Limber,Regenerator,7,0,0,0.4,8,50,53,62,43,52,45,305
886,748,Toxapex,1,global,Poison,Water,Merciness,Limber,Regenerator,7,0,0,0.7,14.5,50,63,152,53,142,35,495
887,749,Mudbray,1,global,Ground,"",Own Tempo,Stamina,Inner Focus,7,0,0,1,110,70,100,70,45,55,45,385
888,750,Mudsdale,1,global,Ground,"",Own Tempo,Stamina,Inner Focus,7,0,0,2.5,920,100,125,100,55,85,35,500
889,751,Dewpider,1,global,Water,Bug,Water Bubble,"",Water Absorb,7,0,0,0.3,4,38,40,52,40,72,27,269
890,752,Araquanid,1,global,Water,Bug,Water Bubble,"",Water Absorb,7,0,0,1.8,82,68,70,92,50,132,42,454
891,753,Fomantis,1,global,Grass,"",Leaf Guard,"",Contrary,7,0,0,0.3,1.5,40,55,35,50,35,35,250
892,754,Lurantis,1,global,Grass,"",Leaf Guard,"",Contrary,7,0,0,0.9,18.5,70,105,90,80,90,45,480
893,755,Morelull,1,global,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,7,0,0,0.2,1.5,40,35,55,65,75,15,285
894,756,Shiinotic,1,global,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,7,0,0,1,11.5,60,45,80,90,100,30,405
895,757,Salandit,1,global,Poison,Fire,Corrosion,"",Oblivious,7,0,0,0.6,4.8,48,44,40,71,40,77,320
896,758,Salazzle,1,global,Poison,Fire,Corrosion,"",Oblivious,7,0,0,1.2,22.2,68,64,60,111,60,117,480
897,759,Stufful,1,global,Normal,Fighting,Fluffy,Klutz,Cute Charm,7,0,0,0.5,6.8,70,75,50,45,50,50,340
898,760,Bewear,1,global,Normal,Fighting,Fluffy,Klutz,Unnerve,7,0,0,2.1,135,120,125,80,55,60,60,500
899,761,Bounsweet,1,global,Grass,"",Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.3,3.2,42,30,38,30,38,32,210
900,762,Steenee,1,global,Grass,"",Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.7,8.2,52,40,48,40,48,62,290
901,763,Tsareena,1,global,Grass,"",Leaf Guard,Queenly Majesty,Sweet Veil,7,0,0,1.2,21.4,72,120,98,50,98,72,510
902,764,Comfey,1,global,Fairy,"",Flower Veil,Triage,Natural Cure,7,0,0,0.1,0.3,51,52,90,82,110,100,485
903,765,Oranguru,1,global,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,7,0,0,1.5,76,90,60,80,90,110,60,490
904,766,Passimian,1,global,Fighting,"",Reciever,"",Defiant,7,0,0,2,82.8,100,120,90,40,60,80,490
905,767,Wimpod,1,global,Bug,Water,Wimp Out,"","",7,0,0,0.5,12,25,35,40,20,30,80,230
906,768,Golisopod,1,global,Bug,Water,Emergency Exit,"","",7,0,0,2,108,75,125,140,60,90,40,530
907,769,Sandygast,1,global,Ghost,Ground,Water Compaction,"",Sand Veil,7,0,0,0.5,70,55,55,80,70,45,15,320
908,770,Palossand,1,global,Ghost,Ground,Water Compaction,"",Sand Veil,7,0,0,1.3,250,85,75,110,100,75,35,480
909,771,Pyukumuku,1,global,Water,"",Innards Out,"",Unaware,7,0,0,0.3,1.2,55,60,130,30,130,5,410
910,772,Type: Null,1,global,Normal,"",Battle Armor,"","",7,1,0,1.9,120.5,95,95,95,95,95,59,534
911,773,Silvally,1,global,Normal,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570
912,774,Minior,1,global,Rock,Flying,Shields Down,"","",7,0,0,0.3,40,60,60,100,60,100,60,440
913,774,Minior,1,global,Rock,Flying,Shields Down,"","",7,0,0,0.3,0.3,60,100,60,100,60,120,500
914,775,Komala,1,global,Normal,"",Comatose,"","",7,0,0,0.4,19.9,65,115,65,75,95,65,480
915,776,Turtonator,1,global,Fire,Dragon,Shell Armor,"","",7,0,0,2,212,60,78,135,91,85,36,485
916,777,Togedemaru,1,global,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,7,0,0,0.3,3.3,65,98,63,40,73,96,435
917,778,Mimikyu,1,global,Ghost,Fairy,Disguise,"","",7,0,0,0.2,0.7,55,90,80,50,105,96,476
918,779,Bruxish,1,global,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,7,0,0,0.9,19,68,105,70,70,70,92,475
919,780,Drampa,1,global,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,7,0,0,3,185,78,60,85,135,91,36,485
920,781,Dhelmise,1,global,Ghost,Grass,Steelworker,"","",7,0,0,3.9,210,70,131,100,86,90,40,517
921,782,Jangmo-o,1,global,Dragon,"",Bulletproof,Soundproof,Overcoat,7,0,0,0.6,29.7,45,55,65,45,45,45,300
922,783,Hakamo-o,1,global,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,7,0,0,1.2,47,55,75,90,65,70,65,420
923,784,Kommo-o,1,global,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,7,0,0,1.6,78.2,75,110,125,100,105,85,600
924,785,Tapu Koko,1,global,Electric,Fairy,Electric Surge,"",Telepathy,7,1,0,1.8,20.5,70,115,85,95,75,130,570
925,786,Tapu Lele,1,global,Psychic,Fairy,Psychic Surge,"",Telepathy,7,1,0,1.2,28.6,70,85,75,130,115,95,570
926,787,Tapu Bulu,1,global,Grass,Fairy,Grassy Surge,"",Telepathy,7,1,0,1.9,45.5,70,130,115,85,95,75,570
927,788,Tapu Fini,1,global,Water,Fairy,Misty Surge,"",Telepathy,7,1,0,1.3,21.2,70,75,115,95,130,85,570
928,789,Cosmog,1,global,Psychic,"",Unaware,"","",7,1,0,0.2,0.1,43,29,31,29,31,37,200
929,790,Cosmoem,1,global,Psychic,"",Sturdy,"","",7,1,0,0.1,999.9,43,29,131,29,131,37,400
930,791,Solgaleo,1,global,Psychic,Steel,Full Metal Body,"","",7,1,0,3.4,230,137,137,107,113,89,97,680
931,792,Lunala,1,global,Psychic,Ghost,Shadow Shield,"","",7,1,0,4,120,137,113,89,137,107,97,680
932,793,Nihilego,1,global,Rock,Poison,Beast Boost,"","",7,1,0,1.2,55.5,109,53,47,127,131,103,570
933,794,Buzzwole,1,global,Bug,Fighting,Beast Boost,"","",7,1,0,2.4,333.6,107,139,139,53,53,79,570
934,795,Pheromosa,1,global,Bug,Fighting,Beast Boost,"","",7,1,0,1.8,25,71,137,37,137,37,151,570
935,796,Xurkitree,1,global,Electric,"",Beast Boost,"","",7,1,0,3.8,100,83,89,71,173,71,83,570
936,797,Celesteela,1,global,Steel,Flying,Beast Boost,"","",7,1,0,9.2,999.9,97,101,103,107,101,61,570
937,798,Kartana,1,global,Grass,Steel,Beast Boost,"","",7,1,0,0.3,0.1,59,181,131,59,31,109,570
938,799,Guzzlord,1,global,Dark,Dragon,Beast Boost,"","",7,1,0,5.5,888,223,101,53,97,53,43,570
939,800,Necrozma,1,global,Psychic,"",Prism Armor,"","",7,1,0,2.4,230,97,107,101,127,89,79,600
940,800,Necrozma,1,global,Psychic,Steel,Prism Armor,"","",7,1,0,3.8,460,97,157,127,113,109,77,680
941,800,Necrozma,1,global,Psychic,Ghost,Prism Armor,"","",7,1,0,4.2,350,97,113,109,157,127,77,680
942,800,Necrozma,1,global,Psychic,Dragon,Neuroforce,"","",7,1,0,7.5,230,97,167,97,167,97,129,754
943,801,Magearna,1,global,Steel,Fairy,Soul-Heart,"","",7,1,0,1,80.5,80,95,115,130,115,65,600
944,802,Marshadow,1,global,Fighting,Ghost,Technician,"","",7,1,0,0.7,22.2,90,125,80,90,90,125,600
945,803,Poipole,1,global,Poison,"",Beast Boost,"","",7,1,0,0.6,1.8,67,73,67,73,67,73,420
946,804,Naganadel,1,global,Poison,Dragon,Beast Boost,"","",7,1,0,3.6,150,73,73,73,127,73,121,540
947,805,Stakataka,1,global,Rock,Steel,Beast Boost,"","",7,1,0,5.5,820,61,131,211,53,101,13,570
948,806,Blacephalon,1,global,Fire,Ghost,Beast Boost,"","",7,1,0,1.8,13,53,127,53,151,79,107,570
949,807,Zeraora,1,global,Electric,"",Volt Absorb,"","",7,1,0,1.5,44.5,88,112,75,102,80,143,600
950,808,Meltan,1,global,Steel,"",Magnet Pull,"","",7,1,0,0.2,8,46,65,65,55,35,34,300
951,809,Melmetal,1,global,Steel,"",Iron Fist,"","",7,1,0,2.5,800,135,143,143,80,65,34,600
952,810,Grookey,1,global,Grass,"",Overgrow,"",Grassy Surge,8,0,0,0.3,5,50,65,50,40,40,65,310
953,811,Thwackey,1,global,Grass,"",Overgrow,"",Grassy Surge,8,0,0,0.7,14,70,85,70,55,60,80,420
954,812,Rillaboom,1,global,Grass,"",Overgrow,"",Grassy Surge,8,0,0,2.1,90,100,125,90,60,70,85,530
955,813,Scorbunny,1,global,Fire,"",Blaze,"",Libero,8,0,0,0.3,4.5,50,71,40,40,40,69,310
956,814,Raboot,1,global,Fire,"",Blaze,"",Libero,8,0,0,0.6,9,65,86,60,55,60,94,420
957,815,Cinderace,1,global,Fire,"",Blaze,"",Libero,8,0,0,1.4,33,80,116,75,65,75,119,530
958,816,Sobble,1,global,Water,"",Torrent,"",Sniper,8,0,0,0.3,4,50,40,40,70,40,70,310
959,817,Drizzile,1,global,Water,"",Torrent,"",Sniper,8,0,0,0.7,11.5,65,60,60,95,55,90,425
960,818,Inteleon,1,global,Water,"",Torrent,"",Sniper,8,0,0,1.9,45.2,70,85,75,125,65,120,540
961,819,Skwovet,1,global,Normal,"",Cheek Pouch,"",Gluttony,8,0,0,0.3,2.5,70,55,40,35,35,25,260
962,820,Greedent,1,global,Normal,"",Cheek Pouch,"",Gluttony,8,0,0,0.6,6,120,95,55,55,75,20,420
963,821,Rookidee,1,global,Flying,"",Keen Eye,Unnerve,Big Pecks,8,0,0,0.2,1.8,38,47,65,33,35,57,275
964,822,Convisquire,1,global,Flying,"",Keen Eye,Unnerve,Big Pecks,8,0,0,0.8,16,68,67,55,43,55,77,365
965,823,Conviknight,1,global,Flying,Steel,Keen Eye,Unnerve,Mirror Armor,8,0,0,2.2,75,98,87,105,53,85,67,495
966,824,Blipbug,1,global,Bug,"",Swarm,Compound Eyes,Telepathy,8,0,0,0.4,8,25,20,20,25,45,45,180
967,825,Dottler,1,global,Bug,Psychic,Swarm,Compound Eyes,Telepathy,8,0,0,0.4,19.5,50,35,80,50,90,30,335
968,826,Orbeetle,1,global,Bug,Psychic,Swarm,Frisk,Telepathy,8,0,0,0.4,40.8,60,45,110,80,120,90,505
969,827,Nickit,1,global,Dark,"",Run Away,Unburden,Stekeout,8,0,0,0.6,8.9,40,28,28,47,52,50,245
970,828,Thievul,1,global,Dark,"",Run Away,Unburden,Stekeout,8,0,0,1.2,19.9,70,58,58,87,92,90,455
971,829,Gossifleur,1,global,Grass,"",Cotton Down,Regenerator,Effect Spore,8,0,0,0.4,2.2,40,40,60,40,60,10,250
972,830,Eldegoss,1,global,Grass,"",Cotton Down,Regenerator,Effect Spore,8,0,0,0.5,2.5,60,50,90,80,120,60,460
973,831,Wooloo,1,global,Normal,"",Fluffy,Run Away,Bulletproof,8,0,0,0.6,6,42,40,55,40,45,48,270
974,832,Dubwool,1,global,Normal,"",Fluffy,Steadfast,Bulletproof,8,0,0,1.3,43,72,80,100,60,90,88,490
975,833,Chewtle,1,global,Water,"",Strong Jaw,Shell Armor,Swift Swim,8,0,0,0.3,8.5,50,64,50,38,38,44,284
976,834,Drednaw,1,global,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,8,0,0,1,115.5,90,115,90,48,68,74,485
977,835,Yamper,1,global,Electric,"",Bell Fetch,"",Rattled,8,0,0,0.3,13.5,59,45,50,40,50,26,270
978,836,Boltund,1,global,Electric,"",Strong Jaw,"",Competitive,8,0,0,1,34,69,90,60,90,60,121,490
979,837,Rolycoly,1,global,Rock,"",Steam Engine,Heatproof,Flash Fire,8,0,0,0.3,12,30,40,50,40,50,30,240
980,838,Carkol,1,global,Rock,Fire,Steam Engine,Flame Body,Flash Fire,8,0,0,1.1,78,80,60,90,60,70,50,410
981,839,Coalossal,1,global,Rock,Fire,Steam Engine,Flame Body,Flash Fire,8,0,0,2.8,310.5,110,80,120,80,90,30,510
982,840,Applin,1,global,Grass,Dragon,Ripen,Gluttony,Bulletproof,8,0,0,0.2,0.5,40,40,80,40,40,20,260
983,841,Flapple,1,global,Grass,Dragon,Ripen,Gluttony,Hustle,8,0,0,0.3,1,70,110,80,95,60,70,485
984,842,Appletun,1,global,Grass,Dragon,Ripen,Gluttony,Thick Fat,8,0,0,0.4,13,110,85,80,100,80,30,485
985,843,Silicobra,1,global,Ground,"",Sand Spit,Shed Skin,Sand Veil,8,0,0,2.2,7.6,52,57,75,35,50,46,315
986,844,Sandaconda,1,global,Ground,"",Sand Spit,Shed Skin,Sand Veil,8,0,0,3.8,65.5,72,107,125,65,70,71,510
987,845,Cramorant,1,global,Flying,Water,Gulp Missile,"","",8,0,0,0.8,18,70,85,55,85,95,85,475
988,846,Arrokuda,1,global,Water,"",Swift Swim,"",Propeller Tail,8,0,0,0.5,1,41,63,40,40,30,66,280
989,847,Barraskewda,1,global,Water,"",Swift Swim,"",Propeller Tail,8,0,0,1.3,30,61,123,60,60,50,136,490
990,848,Toxel,1,global,Electric,Poison,Rattled,Static,Klutz,8,0,0,0.4,11,40,38,35,54,35,40,242
991,849,Toxtricity,1,global,Electric,Poison,Punk Rock,Plus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502
992,849,Toxtricity,1,global,Electric,Poison,Punk Rock,Minus,Technician,8,0,0,1.6,40,75,98,70,114,70,75,502
993,850,Sizzlipede,1,global,Fire,Bug,Flash Fire,White Smoke,Flame Body,8,0,0,0.7,1,50,65,45,50,50,45,305
994,851,Centiskorch,1,global,Fire,Bug,Flash Fire,White Smoke,Flame Body,8,0,0,3,120,100,115,65,90,90,65,525
995,852,Clobbopus,1,global,Fighting,"",Limber,"",Technician,8,0,0,0.6,4,50,68,60,50,50,32,310
996,853,Grapploct,1,global,Fighting,"",Limber,"",Technician,8,0,0,1.6,39,80,118,90,70,80,42,480
997,854,Sinistea,1,global,Ghost,"",Weak Armor,"",Cursed Body,8,0,0,0.1,0.2,40,45,45,74,54,50,308
998,855,Polteageist,1,global,Ghost,"",Weak Armor,"",Cursed Body,8,0,0,0.2,0.4,60,65,65,134,114,70,508
999,856,Hatenna,1,global,Psychic,"",Healer,Anticipation,Magic Bounce,8,0,0,0.4,3.4,42,30,60,56,53,39,280
1000,857,Hattrem,1,global,Psychic,"",Healer,Anticipation,Magic Bounce,8,0,0,0.6,4.8,57,40,90,86,73,49,395
1001,858,Hatterene,1,global,Psychic,Fairy,Healer,Anticipation,Magic Bounce,8,0,0,2.1,5.1,57,90,45,136,103,29,460
1002,859,Impidimp,1,global,Dark,Fairy,Prankster,Frisk,Pickpocket,8,0,0,0.4,5.5,45,45,65,55,40,50,300
1003,860,Morgrem,1,global,Dark,Fairy,Prankster,Frisk,Pickpocket,8,0,0,0.8,12.5,65,60,45,75,55,70,370
1004,861,Grimmsnarl,1,global,Dark,Fairy,Prankster,Frisk,Pickpocket,8,0,0,1.5,61,95,120,65,95,75,60,510
1005,862,Obstagoon,1,global,Dark,Normal,Reckless,Guts,Defiant,8,0,0,1.6,46,93,90,101,60,81,95,520
1006,863,Perrserker,1,global,Steel,"",Battle Armor,Tough Claws,Steely Spilit,8,0,0,0.8,28,70,110,100,50,60,50,440
1007,864,Cursola,1,global,Ghost,"",Weak Armor,"",Perish Body,8,0,0,1,0.4,60,95,50,145,130,30,510
1008,865,Sirfetch'd,1,global,Fighting,"",Steadfast,"",Scrappy,8,0,0,0.8,117,62,135,95,68,82,65,507
1009,866,Mr. Rime,1,global,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,8,0,0,1.5,58.2,80,85,75,110,100,70,520
1010,867,Runerigus,1,global,Ground,Ghost,Wandering Spilit,"","",8,0,0,1.6,66.6,58,95,145,50,105,30,483
1011,868,Milcery,1,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.2,0.3,45,40,40,50,61,34,270
1012,869,Alcremie,1,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495
1013,870,Falinks,1,global,Fighting,"",Battle Armor,"",Defiant,8,0,0,3,62,65,100,100,70,60,75,470
1014,871,Pincurchin,1,global,Electric,"",Lightning Rod,"",Electric Surge,8,0,0,0.3,1,48,101,95,91,85,15,435
1015,872,Snom,1,global,Ice,Bug,Shield Dust,"",Ice Scales,8,0,0,0.3,3.8,30,25,35,45,30,20,185
1016,873,Frosmoth,1,global,Ice,Bug,Shield Dust,"",Ice Scales,8,0,0,1.3,42,70,65,60,125,90,65,475
1017,874,Stonjourner,1,global,Rock,"",Power Spot,"","",8,0,0,2.5,520,100,125,135,20,20,70,470
1018,875,Eiscue,1,global,Ice,"",Ice Face,"","",8,0,0,1.4,89,75,80,110,65,90,50,470
1019,875,Eiscue,1,global,Ice,"",Ice Face,"","",8,0,0,1.4,89,75,80,70,65,50,130,470
1020,876,Indeedee M,1,global,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,8,0,0,0.9,28,60,65,55,105,95,95,475
1021,876,Indeedee F,1,global,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,8,0,0,0.9,28,70,55,65,95,105,85,475
1022,877,Morpeko,1,global,Electric,Dark,Hunger Switch,"","",8,0,0,0.3,3,58,95,58,70,58,97,436
1023,878,Cufant,1,global,Steel,"",Sheer Force,"",Heavy Metal,8,0,0,1.2,100,72,80,49,40,49,40,330
1024,879,Copperajah,1,global,Steel,"",Sheer Force,"",Heavy Metal,8,0,0,3,650,122,130,69,80,69,30,500
1025,880,Dracozolt,1,global,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,8,0,0,1.8,190,90,100,90,80,70,75,505
1026,881,Arctozolt,1,global,Electric,Ice,Volt Absorb,Static,Slush Rush,8,0,0,2.3,150,90,100,90,90,80,55,505
1027,882,Dracovish,1,global,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,8,0,0,2.3,215,90,90,100,70,80,75,505
1028,883,Arctovish,1,global,Water,Ice,Water Absorb,Ice Body,Slush Rush,8,0,0,2,175,90,90,100,80,90,55,505
1029,884,Duraludon,1,global,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,8,0,0,1.8,40,70,95,115,120,50,85,535
1030,885,Dreepy,1,global,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,0,0,0.5,2,28,60,30,40,30,82,270
1031,886,Drakloak,1,global,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,0,0,1.4,11,68,80,50,60,50,102,410
1032,887,Dragapult,1,global,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,0,0,3,50,88,120,75,100,75,142,600
1033,888,Zacian,1,global,Fairy,"",Intrepid Sword,"","",8,1,0,2.8,110,92,130,115,80,115,138,670
1034,888,Zacian,1,global,Fairy,Steel,Intrepid Sword,"","",8,1,0,2.8,355,92,170,115,80,115,148,720
1035,889,Zamazanta,1,global,Fighting,"",Dauntless Shield,"","",8,1,0,2.9,210,92,130,115,80,115,138,670
1036,889,Zamazanta,1,global,Fighting,Steel,Dauntless Shield,"","",8,1,0,2.9,785,92,130,145,80,145,128,720
1037,890,Eternatus,1,global,Poison,Dragon,Pressure,"","",8,1,0,2,950,140,85,95,145,95,130,690
1038,891,Kubfu,1,global,Fighting,"",Inner Focus,"","",8,1,0,0.6,12,60,90,60,53,50,72,385
1039,892,Urshifu,1,global,Fighting,Dark,Unseen Fist,"","",8,1,0,1.9,105,100,130,100,63,60,97,550
1040,892,Urshifu,1,global,Fighting,Water,Unseen Fist,"","",8,1,0,1.9,105,100,130,100,63,60,97,550
1041,893,Zarude,1,global,Dark,Grass,Leaf Guard,"","",8,1,0,1.8,70,105,120,105,70,95,105,600
1042,894,Regieleki,1,global,Electric,"",Transistor,"","",8,1,0,1.2,145,80,100,50,100,50,200,580
1043,895,Regidrago,1,global,Dragon,"",Dragon's Maw,"","",8,1,0,2.1,200,200,100,50,100,50,80,580
1044,896,Glastrier,1,global,Ice,"",Chilling Neigh,"","",8,1,0,2.2,800,100,145,130,65,110,30,580
1045,897,Spectrier,1,global,Ghost,"",Grim Neigh,"","",8,1,0,2,44.5,100,65,60,145,80,130,580
1046,898,Calyrex,1,global,Psychic,Grass,Unnerve,"","",8,1,0,1.1,7.7,100,80,80,80,80,80,500
1047,898,Calyrex,1,global,Psychic,Ice,As One,"","",8,1,0,2.4,809.1,100,165,150,85,130,50,680
1048,898,Calyrex,1,global,Psychic,Ghost,As One,"","",8,1,0,2.4,53.6,100,85,80,165,100,150,680
1049,145,Zapdos,1,galarian,Fighting,Flying,Defiant,"","",8,1,0,1.6,58.2,90,125,90,85,90,100,580
1050,146,Moltres,1,galarian,Dark,Flying,Berserk,"","",8,1,0,2,66,90,85,90,100,125,90,580
1051,144,Articuno,1,galarian,Psychic,Flying,Competitive,"","",8,1,0,1.7,50.9,90,85,85,125,100,95,580
