id,number,name,form,region,type_1,type_2,ability_1,ability_2,ability_hidden,generation,legendary,mega,height,weight,hp,attack,defense,special_attack,special_defense,speed,total,enabled,rarity_tier,gender
759,645,Landorus,1,global,Ground,Flying,Intimidate,"","",5,1,0,1.3,68,89,145,90,105,80,91,600,1,ultra-rare,mo
760,646,Kyurem,0,global,Dragon,Ice,Pressure,"","",5,1,0,3,325,125,130,90,130,90,95,660,1,ultra-rare,uk
761,646,Kyurem,1,global,Dragon,Ice,Turboblaze,"","",5,1,0,3.6,325,125,120,90,170,100,95,700,1,ultra-rare,uk
762,646,Kyurem,2,global,Dragon,Ice,Terabolt,"","",5,1,0,3.3,325,125,170,100,120,90,95,700,1,ultra-rare,uk
763,647,Keldeo,0,global,Water,Fighting,Justified,"","",5,1,0,1.4,48.5,91,72,90,129,90,108,580,1,ultra-rare,uk
764,647,Keldeo,1,global,Water,Fighting,Justified,"","",5,1,0,1.4,48.5,91,72,90,129,90,108,580,1,ultra-rare,uk
765,648,Meloetta,0,global,Normal,Psychic,Serene Grace,"","",5,1,0,0.6,6.5,100,77,77,128,128,90,600,1,ultra-rare,uk
766,648,Meloetta,1,global,Normal,Fighting,Serene Grace,"","",5,1,0,0.6,6.5,100,128,90,77,77,128,600,1,ultra-rare,uk
767,649,Genesect,0,global,Bug,Steel,Download,"","",5,1,0,1.5,82.5,71,120,95,120,95,99,600,1,ultra-rare,uk
768,650,Chespin,0,global,Grass,"",Overgrow,"",Bulletproof,6,0,0,0.4,9,56,61,65,48,45,38,313,1,ultra-common,mf
769,651,Quilladin,0,global,Grass,"",Overgrow,"",Bulletproof,6,0,0,0.7,29,61,78,95,56,58,57,405,1,common,mf
770,652,Chesnaught,0,global,Grass,Fighting,Overgrow,"",Bulletproof,6,0,0,1.6,90,88,107,122,74,75,64,530,1,rare,mf
771,653,Fennekin,0,global,Fire,"",Blaze,"",Magician,6,0,0,0.4,9.4,40,45,40,62,60,60,307,1,ultra-common,mf
772,654,Braixen,0,global,Fire,"",Blaze,"",Magician,6,0,0,1,14.5,59,59,58,90,70,73,409,1,common,mf
773,655,Delphox,0,global,Fire,Psychic,Blaze,"",Magician,6,0,0,1.5,39,75,69,72,114,100,104,534,1,rare,mf
774,656,Froakie,0,global,Water,"",Torrent,"",Protean,6,0,0,0.3,7,41,56,40,62,44,71,314,1,ultra-common,mf
775,657,Frogadier,0,global,Water,"",Torrent,"",Protean,6,0,0,0.6,10.9,54,63,52,83,56,97,405,1,common,mf
776,658,Greninja,0,global,Water,Dark,Torrent,"",Protean,6,0,0,1.5,40,72,95,67,103,71,122,530,1,rare,mf
777,658,Greninja,1,global,Water,Dark,Battle Bond,"","",7,1,0,1.5,40,72,145,67,153,71,132,640,1,ultra-rare,mo
778,659,Bunnelby,0,global,Normal,"",Pickup,Cheek Pouch,Huge Power,6,0,0,0.4,5,38,36,38,32,36,57,237,1,ultra-common,mf
779,660,Diggersby,0,global,Normal,Ground,Pickup,Cheek Pouch,Huge Power,6,0,0,1,42.4,85,56,77,50,77,78,423,1,common,mf
780,661,Fletchling,0,global,Normal,Flying,Big Pecks,"",Gale Wings,6,0,0,0.3,1.7,45,50,43,40,38,62,278,1,ultra-common,mf
781,662,Fletchinder,0,global,Fire,Flying,Flame Body,"",Gale Wings,6,0,0,0.7,16,62,73,55,56,52,84,382,1,ultra-common,mf
782,663,Talonflame,0,global,Fire,Flying,Flame Body,"",Gale Wings,6,0,0,1.2,24.5,78,81,71,74,69,126,499,1,common,mf
783,664,Scatterbug,0,global,Bug,"",Shield Dust,Compound Eyes,Friend Guard,6,0,0,0.3,2.5,38,35,40,27,25,35,200,1,ultra-common,mf
784,665,Spewpa,0,global,Bug,"",Shed Skin,"",Friend Guard,6,0,0,0.3,8.4,45,22,60,27,30,29,213,1,ultra-common,mf
785,666,Vivillon,0,global,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411,1,ultra-common,mf
786,667,Litleo,0,global,Fire,Normal,Rivalry,Unnerve,Moxie,6,0,0,0.6,13.5,62,50,58,73,54,72,369,1,ultra-common,mf
787,668,Pyroar,0,global,Fire,Normal,Rivalry,Unnerve,Moxie,6,0,0,1.5,81.5,86,68,72,109,66,106,507,1,common,fo
788,669,Flabebe,0,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303,1,ultra-common,fo
789,670,Floette,0,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371,1,ultra-common,fo
790,671,Florges,0,global,Fairy,"",Flower Veil,"",Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552,1,rare,fo
791,672,Skiddo,0,global,Grass,"",Sap Sipper,"",Grass Pelt,6,0,0,0.9,31,66,65,48,62,57,52,350,1,ultra-common,mf
792,673,Gogoat,0,global,Grass,"",Sap Sipper,"",Grass Pelt,6,0,0,1.7,91,123,100,62,97,81,68,531,1,rare,mf
793,674,Pancham,0,global,Fighting,"",Iron Fist,Mold Breaker,Scrappy,6,0,0,0.6,8,67,82,62,46,48,43,348,1,ultra-common,mf
794,675,Pangoro,0,global,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,6,0,0,2.1,136,95,124,78,69,71,58,495,1,common,mf
795,676,Furfrou,0,global,Normal,"",Fur Coat,"","",6,0,0,1.2,28,75,80,60,65,90,102,472,1,common,mf
796,677,Espurr,0,global,Psychic,"",Keen Eye,Infiltrator,Own Tempo,6,0,0,0.3,3.5,62,48,54,63,60,68,355,1,ultra-common,mf
797,678,Meowstic M,0,global,Psychic,"",Keen Eye,Infiltrator,Prankster,6,0,0,0.6,8.5,74,48,76,83,81,104,466,1,common,mo
798,678,Meowstic F,1,global,Psychic,"",Keen Eye,Infiltrator,Competitive,6,0,0,0.6,8.5,74,48,76,83,81,104,466,1,common,fo
799,679,Honedge,0,global,Steel,Ghost,No Guard,"","",6,0,0,0.8,2,45,80,100,35,37,28,325,1,ultra-common,mf
800,680,Doublade,0,global,Steel,Ghost,No Guard,"","",6,0,0,0.8,4.5,59,110,150,45,49,35,448,1,common,mf
801,681,Aegislash,0,global,Steel,Ghost,Stance Change,"","",6,0,0,1.7,53,60,50,150,50,150,60,520,1,common,mf
802,681,Aegislash,1,global,Steel,Ghost,Stance Change,"","",6,0,0,1.7,53,60,150,50,150,50,60,520,1,common,mf
803,682,Spritzee,0,global,Fairy,"",Healer,"",Aroma Veil,6,0,0,0.2,0.5,78,52,60,63,65,23,341,1,ultra-common,mf
804,683,Aromatisse,0,global,Fairy,"",Healer,"",Aroma Veil,6,0,0,0.8,15.5,101,72,72,99,89,29,462,1,common,mf
805,684,Swirlix,0,global,Fairy,"",Sweet Veil,"",Unburden,6,0,0,0.4,3.5,62,48,66,59,57,49,341,1,ultra-common,mf
806,685,Slurpuff,0,global,Fairy,"",Sweet Veil,"",Unburden,6,0,0,0.8,5,82,80,86,85,75,72,480,1,common,mf
807,686,Inkay,0,global,Dark,Psychic,Contrary,Suction Cups,Infiltrator,6,0,0,0.4,3.5,53,54,53,37,46,45,288,1,ultra-common,mf
808,687,Malamar,0,global,Dark,Psychic,Contrary,Suction Cups,Infiltrator,6,0,0,1.5,47,86,92,88,68,75,73,482,1,common,mf
809,688,Binacle,0,global,Rock,Water,Tough Claws,Sniper,Pickpocket,6,0,0,0.5,31,42,52,67,39,56,50,306,1,ultra-common,mf
810,689,Barbaracle,0,global,Rock,Water,Tough Claws,Sniper,Pickpocket,6,0,0,1.3,96,72,105,115,54,86,68,500,1,common,mf
811,690,Skrelp,0,global,Poison,Water,Poison Point,Poison Touch,Adaptability,6,0,0,0.5,7.3,50,60,60,60,60,30,320,1,ultra-common,mf
812,691,Dragalge,0,global,Poison,Dragon,Poison Point,Poison Touch,Adaptability,6,0,0,1.8,81.5,65,75,90,97,123,44,494,1,common,mf
813,692,Clauncher,0,global,Water,"",Mega Launcher,"","",6,0,0,0.5,8.3,50,53,62,58,63,44,330,1,ultra-common,mf
814,693,Clawitzer,0,global,Water,"",Mega Launcher,"","",6,0,0,1.3,35.3,71,73,88,120,89,59,500,1,common,mf
815,694,Helioptile,0,global,Electric,Normal,Dry Skin,Sand Veil,Solar Power,6,0,0,0.5,6,44,38,33,61,43,70,289,1,ultra-common,mf
816,695,Heliolisk,0,global,Electric,Normal,Dry Skin,Sand Veil,Solar Power,6,0,0,1,21,62,55,52,109,94,109,481,1,common,mf
817,696,Tyrunt,0,global,Rock,Dragon,Strong Jaw,"",Sturdy,6,0,0,0.8,26,58,89,77,45,45,48,362,1,ultra-common,mf
818,697,Tyrantrum,0,global,Rock,Dragon,Strong Jaw,"",Rock Head,6,0,0,2.5,270,82,121,119,69,59,71,521,1,rare,mf
819,698,Amaura,0,global,Rock,Ice,Refrigerate,"",Snow Warning,6,0,0,1.3,25.2,77,59,50,67,63,46,362,1,ultra-common,mf
820,699,Aurorus,0,global,Rock,Ice,Refrigerate,"",Snow Warning,6,0,0,2.7,225,123,77,72,99,92,58,521,1,rare,mf
821,700,Sylveon,0,global,Fairy,"",Cute Charm,"",Pixilate,6,0,0,1,23.5,95,65,65,110,130,60,525,1,rare,mf
822,701,Hawlucha,0,global,Fighting,Flying,Limber,Unburden,Mold Breaker,6,0,0,0.8,21.5,78,92,75,74,63,118,500,1,common,mf
823,702,Dedenne,0,global,Electric,Fairy,Cheek Pouch,Pickup,Plus,6,0,0,0.2,2.2,67,58,57,81,67,101,431,1,common,mf
824,703,Carbink,0,global,Rock,Fairy,Clear Body,"",Sturdy,6,0,0,0.3,5.7,50,50,150,50,150,50,500,1,common,uk
825,704,Goomy,0,global,Dragon,"",Sap Sipper,Hydration,Gooey,6,0,0,0.3,2.8,45,50,35,55,75,40,300,1,ultra-common,mf
826,705,Sliggoo,0,global,Dragon,"",Sap Sipper,Hydration,Gooey,6,0,0,0.8,17.5,68,75,53,83,113,60,452,1,common,mf
827,706,Goodra,0,global,Dragon,"",Sap Sipper,Hydration,Gooey,6,0,0,2,150.5,90,100,70,110,150,80,600,1,ultra-rare,mf
828,707,Klefki,0,global,Steel,Fairy,Prankster,"",Magician,6,0,0,0.2,3,57,80,91,80,87,75,470,1,common,mf
829,708,Phantump,0,global,Ghost,Grass,Natural Cure,Frisk,Harvest,6,0,0,0.4,7,43,70,48,50,60,38,309,1,ultra-common,mf
830,709,Trevenant,0,global,Ghost,Grass,Natural Cure,Frisk,Harvest,6,0,0,1.5,71,85,110,76,65,82,56,474,1,common,mf
831,710,Pumpkaboo,0,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.3,3.5,49,66,70,44,55,51,335,1,ultra-common,mf
832,710,Pumpkaboo,1,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.4,5,44,66,70,44,55,56,335,1,ultra-common,mf
833,710,Pumpkaboo,2,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.5,7.5,54,66,70,44,55,46,335,1,ultra-common,mf
834,710,Pumpkaboo,3,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.8,15,59,66,70,44,55,41,335,1,ultra-common,mf
835,711,Gourgeist,0,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.7,9.5,65,90,122,58,75,84,494,1,common,mf
836,711,Gourgeist,1,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,0.9,12.5,55,85,122,58,75,99,494,1,common,mf
837,711,Gourgeist,2,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,1.1,14,75,95,122,58,75,69,494,1,common,mf
838,711,Gourgeist,3,global,Ghost,Grass,Pickup,Frisk,Insomnia,6,0,0,1.7,39,85,100,122,58,75,54,494,1,common,mf
839,712,Bergmite,0,global,Ice,"",Own Tempo,Ice Body,Sturdy,6,0,0,1,99.5,55,69,85,32,35,28,304,1,ultra-common,mf
840,713,Avalugg,0,global,Ice,"",Own Tempo,Ice Body,Sturdy,6,0,0,2,505,95,117,184,44,46,28,514,1,common,mf
841,714,Noibat,0,global,Flying,Dragon,Frisk,Infiltrator,Telepathy,6,0,0,0.5,8,40,30,35,45,40,55,245,1,ultra-common,mf
842,715,Noivern,0,global,Flying,Dragon,Frisk,Infiltrator,Telepathy,6,0,0,1.5,85,85,70,80,97,80,123,535,1,rare,mf
843,716,Xerneas,0,global,Fairy,"",Fairy Aura,"","",6,1,0,3,215,126,131,95,131,98,99,680,1,ultra-rare,uk
844,717,Yveltal,0,global,Dark,Flying,Dark Aura,"","",6,1,0,5.8,203,126,131,95,131,98,99,680,1,ultra-rare,uk
845,718,Zygarde,0,global,Dragon,Ground,Aura Break,Power Construct,"",6,1,0,5,305,108,100,121,81,95,95,600,1,ultra-rare,uk
846,718,Zygarde,1,global,Dragon,Ground,Aura Break,Power Construct,"",6,1,0,1.2,33.5,54,100,71,61,85,115,486,1,ultra-rare,uk
847,718,Zygarde,2,global,Dragon,Ground,Power Construct,"","",6,1,0,4.5,610,216,100,121,91,95,85,708,1,ultra-rare,uk
848,719,Diancie,0,global,Rock,Fairy,Clear Body,"","",6,1,0,0.7,8.8,50,100,150,100,150,50,600,1,ultra-rare,uk
849,719,Mega Diancie,0,global,Rock,Fairy,Magic Bounce,"","",6,1,1,1.1,27.8,50,160,110,160,110,110,700,1,ultra-rare,uk
850,720,Hoopa,0,global,Psychic,Ghost,Magician,"","",6,1,0,0.5,9,80,110,60,150,130,70,600,1,ultra-rare,uk
851,720,Hoopa,1,global,Psychic,Dark,Magician,"","",6,1,0,6.5,490,80,160,60,170,130,80,680,1,ultra-rare,uk
852,721,Volcanion,0,global,Fire,Water,Watet Absorb,"","",6,1,0,1.7,195,80,110,120,130,90,70,600,1,ultra-rare,uk
853,722,Rowlet,0,global,Grass,Flying,Overgrow,"",Long Reach,7,0,0,0.3,1.5,68,55,55,50,50,42,320,1,ultra-common,mf
854,723,Dartrix,0,global,Grass,Flying,Overgrow,"",Long Reach,7,0,0,0.7,16,78,75,75,70,70,52,420,1,common,mf
855,724,Decidueye,0,global,Grass,Ghost,Overgrow,"",Long Reach,7,0,0,1.6,36.6,78,107,75,100,100,70,530,1,rare,mf
856,725,Litten,0,global,Fire,"",Blaze,"",Intimidate,7,0,0,0.4,4.3,45,65,40,60,40,70,320,1,ultra-common,mf
857,726,Torracat,0,global,Fire,"",Blaze,"",Intimidate,7,0,0,0.7,25,65,85,50,80,50,90,420,1,common,mf
858,727,Incineroar,0,global,Fire,Dark,Blaze,"",Intimidate,7,0,0,1.8,83,95,115,90,80,90,60,530,1,rare,mf
859,728,Popplio,0,global,Water,"",Torrent,"",Liquid Voice,7,0,0,0.4,7.5,50,54,54,66,56,40,320,1,ultra-common,mf
860,729,Brionne,0,global,Water,"",Torrent,"",Liquid Voice,7,0,0,0.6,17.5,60,69,69,91,81,50,420,1,common,mf
861,730,Primarina,0,global,Water,Fairy,Torrent,"",Liquid Voice,7,0,0,1.8,44,80,74,74,126,116,60,530,1,rare,mf
862,731,Pikipek,0,global,Normal,Flying,Keen Eye,Skill Link,Pickup,7,0,0,0.3,1.2,35,75,30,30,30,65,265,1,ultra-common,mf
863,732,Trumbeak,0,global,Normal,Flying,Keen Eye,Skill Link,Pickup,7,0,0,0.6,14.8,55,85,50,40,50,75,355,1,ultra-common,mf
864,733,Toucannon,0,global,Normal,Flying,Keen Eye,Skill Link,Sheer Force,7,0,0,1.1,26,80,120,75,75,75,60,485,1,common,mf
865,734,Yungoos,0,global,Normal,"",Stakeout,Strong Jaw,Adaptability,7,0,0,0.4,6,48,70,30,30,30,45,253,1,ultra-common,mf
866,735,Gumshoos,0,global,Normal,"",Stakeout,Strong Jaw,Adaptability,7,0,0,0.7,14.2,88,110,60,55,60,45,418,1,ultra-common,mf
867,736,Grubbin,0,global,Bug,"",Swarm,"","",7,0,0,0.4,4.4,47,62,45,55,45,46,300,1,ultra-common,mf
868,737,Charjabug,0,global,Bug,Electric,Battery,"","",7,0,0,0.5,10.5,57,82,95,55,75,36,400,1,ultra-common,mf
869,738,Vikavolt,0,global,Bug,Electric,Levitate,"","",7,0,0,1.5,45,77,70,90,145,75,43,500,1,common,mf
870,739,Crabrawler,0,global,Fighting,"",Hyper Cutter,Iron Fist,Anger Point,7,0,0,0.6,7,47,82,57,42,47,63,338,1,ultra-common,mf
871,740,Crabominable,0,global,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,7,0,0,1.7,180,97,132,77,62,67,43,478,1,common,mf
872,741,Oricorio,0,global,Fire,Flying,Dancer,"","",7,0,0,0.6,3.4,75,70,70,98,70,93,476,1,common,mf
873,741,Oricorio,1,global,Electric,Flying,Dancer,"","",7,0,0,0.6,3.4,75,70,70,98,70,93,476,1,common,mf
874,741,Oricorio,2,global,Psychic,Flying,Dancer,"","",7,0,0,0.6,3.4,75,70,70,98,70,93,476,1,common,mf
875,741,Oricorio,3,global,Ghost,Flying,Dancer,"","",7,0,0,0.6,3.4,75,70,70,98,70,93,476,1,common,mf
876,742,Cutiefly,0,global,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.1,0.2,40,45,40,55,40,84,304,1,ultra-common,mf
877,743,Ribombee,0,global,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.2,0.5,60,55,60,95,70,124,464,1,common,mf
878,744,Rockruff,0,global,Rock,"",Keen Eye,Vital Spilit,Steadfast,7,0,0,0.5,9.2,45,65,40,30,40,60,280,1,ultra-common,mf
880,745,Lycanroc,0,global,Rock,"",Keen Eye,Sand Rush,Steadfast,7,0,0,0.8,25,75,115,65,55,65,112,487,1,common,mf
881,745,Lycanroc,1,global,Rock,"",Keen Eye,Vital Spilit,No Guard,7,0,0,1.1,25,85,115,75,55,75,82,487,1,common,mf
882,745,Lycanroc,2,global,Rock,"",Tough Claws,"","",7,0,0,0.8,25,75,117,65,55,65,110,487,1,common,mf
883,746,Wishiwashi,0,global,Water,"",Schooling,"","",7,0,0,0.2,0.3,45,20,20,25,25,40,175,1,ultra-common,mf
884,746,Wishiwashi,1,global,Water,"",Schooling,"","",7,0,0,8.2,78.6,45,140,130,140,135,30,620,1,rare,mf
885,747,Mareanie,0,global,Poison,Water,Merciness,Limber,Regenerator,7,0,0,0.4,8,50,53,62,43,52,45,305,1,ultra-common,mf
886,748,Toxapex,0,global,Poison,Water,Merciness,Limber,Regenerator,7,0,0,0.7,14.5,50,63,152,53,142,35,495,1,common,mf
887,749,Mudbray,0,global,Ground,"",Own Tempo,Stamina,Inner Focus,7,0,0,1,110,70,100,70,45,55,45,385,1,ultra-common,mf
888,750,Mudsdale,0,global,Ground,"",Own Tempo,Stamina,Inner Focus,7,0,0,2.5,920,100,125,100,55,85,35,500,1,common,mf
889,751,Dewpider,0,global,Water,Bug,Water Bubble,"",Water Absorb,7,0,0,0.3,4,38,40,52,40,72,27,269,1,ultra-common,mf
890,752,Araquanid,0,global,Water,Bug,Water Bubble,"",Water Absorb,7,0,0,1.8,82,68,70,92,50,132,42,454,1,common,mf
891,753,Fomantis,0,global,Grass,"",Leaf Guard,"",Contrary,7,0,0,0.3,1.5,40,55,35,50,35,35,250,1,ultra-common,mf
892,754,Lurantis,0,global,Grass,"",Leaf Guard,"",Contrary,7,0,0,0.9,18.5,70,105,90,80,90,45,480,1,common,mf
893,755,Morelull,0,global,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,7,0,0,0.2,1.5,40,35,55,65,75,15,285,1,ultra-common,mf
894,756,Shiinotic,0,global,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,7,0,0,1,11.5,60,45,80,90,100,30,405,1,ultra-common,mf
895,757,Salandit,0,global,Poison,Fire,Corrosion,"",Oblivious,7,0,0,0.6,4.8,48,44,40,71,40,77,320,1,ultra-common,mf
896,758,Salazzle,0,global,Poison,Fire,Corrosion,"",Oblivious,7,0,0,1.2,22.2,68,64,60,111,60,117,480,1,common,fo
897,759,Stufful,0,global,Normal,Fighting,Fluffy,Klutz,Cute Charm,7,0,0,0.5,6.8,70,75,50,45,50,50,340,1,ultra-common,mf
898,760,Bewear,0,global,Normal,Fighting,Fluffy,Klutz,Unnerve,7,0,0,2.1,135,120,125,80,55,60,60,500,1,common,mf
899,761,Bounsweet,0,global,Grass,"",Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.3,3.2,42,30,38,30,38,32,210,1,ultra-common,fo
900,762,Steenee,0,global,Grass,"",Leaf Guard,Oblivious,Sweet Veil,7,0,0,0.7,8.2,52,40,48,40,48,62,290,1,ultra-common,fo
901,763,Tsareena,0,global,Grass,"",Leaf Guard,Queenly Majesty,Sweet Veil,7,0,0,1.2,21.4,72,120,98,50,98,72,510,1,common,fo
902,764,Comfey,0,global,Fairy,"",Flower Veil,Triage,Natural Cure,7,0,0,0.1,0.3,51,52,90,82,110,100,485,1,common,mf
903,765,Oranguru,0,global,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,7,0,0,1.5,76,90,60,80,90,110,60,490,1,common,mf
904,766,Passimian,0,global,Fighting,"",Reciever,"",Defiant,7,0,0,2,82.8,100,120,90,40,60,80,490,1,common,mf
905,767,Wimpod,0,global,Bug,Water,Wimp Out,"","",7,0,0,0.5,12,25,35,40,20,30,80,230,1,ultra-common,mf
906,768,Golisopod,0,global,Bug,Water,Emergency Exit,"","",7,0,0,2,108,75,125,140,60,90,40,530,1,rare,mf
907,769,Sandygast,0,global,Ghost,Ground,Water Compaction,"",Sand Veil,7,0,0,0.5,70,55,55,80,70,45,15,320,1,ultra-common,mf
908,770,Palossand,0,global,Ghost,Ground,Water Compaction,"",Sand Veil,7,0,0,1.3,250,85,75,110,100,75,35,480,1,common,mf
909,771,Pyukumuku,0,global,Water,"",Innards Out,"",Unaware,7,0,0,0.3,1.2,55,60,130,30,130,5,410,1,common,mf
910,772,Type: Null,0,global,Normal,"",Battle Armor,"","",7,1,0,1.9,120.5,95,95,95,95,95,59,534,1,ultra-rare,uk
911,773,Silvally,0,global,Normal,"",RKS System,"","",7,1,0,2.3,100.5,95,95,95,95,95,95,570,1,ultra-rare,uk
912,774,Minior,0,global,Rock,Flying,Shields Down,"","",7,0,0,0.3,40,60,60,100,60,100,60,440,1,common,uk
913,774,Minior,1,global,Rock,Flying,Shields Down,"","",7,0,0,0.3,0.3,60,100,60,100,60,120,500,1,common,uk
914,775,Komala,0,global,Normal,"",Comatose,"","",7,0,0,0.4,19.9,65,115,65,75,95,65,480,1,common,mf
915,776,Turtonator,0,global,Fire,Dragon,Shell Armor,"","",7,0,0,2,212,60,78,135,91,85,36,485,1,common,mf
916,777,Togedemaru,0,global,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,7,0,0,0.3,3.3,65,98,63,40,73,96,435,1,common,mf
917,778,Mimikyu,0,global,Ghost,Fairy,Disguise,"","",7,0,0,0.2,0.7,55,90,80,50,105,96,476,1,common,mf
918,779,Bruxish,0,global,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,7,0,0,0.9,19,68,105,70,70,70,92,475,1,common,mf
919,780,Drampa,0,global,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,7,0,0,3,185,78,60,85,135,91,36,485,1,common,mf
920,781,Dhelmise,0,global,Ghost,Grass,Steelworker,"","",7,0,0,3.9,210,70,131,100,86,90,40,517,1,common,uk
921,782,Jangmo-o,0,global,Dragon,"",Bulletproof,Soundproof,Overcoat,7,0,0,0.6,29.7,45,55,65,45,45,45,300,1,ultra-common,mf
922,783,Hakamo-o,0,global,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,7,0,0,1.2,47,55,75,90,65,70,65,420,1,ultra-common,mf
923,784,Kommo-o,0,global,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,7,0,0,1.6,78.2,75,110,125,100,105,85,600,1,ultra-rare,mf
924,785,Tapu Koko,0,global,Electric,Fairy,Electric Surge,"",Telepathy,7,1,0,1.8,20.5,70,115,85,95,75,130,570,1,ultra-rare,uk
925,786,Tapu Lele,0,global,Psychic,Fairy,Psychic Surge,"",Telepathy,7,1,0,1.2,28.6,70,85,75,130,115,95,570,1,ultra-rare,uk
926,787,Tapu Bulu,0,global,Grass,Fairy,Grassy Surge,"",Telepathy,7,1,0,1.9,45.5,70,130,115,85,95,75,570,1,ultra-rare,uk
927,788,Tapu Fini,0,global,Water,Fairy,Misty Surge,"",Telepathy,7,1,0,1.3,21.2,70,75,115,95,130,85,570,1,ultra-rare,uk
928,789,Cosmog,0,global,Psychic,"",Unaware,"","",7,1,0,0.2,0.1,43,29,31,29,31,37,200,1,ultra-rare,uk
929,790,Cosmoem,0,global,Psychic,"",Sturdy,"","",7,1,0,0.1,999.9,43,29,131,29,131,37,400,1,ultra-rare,uk
930,791,Solgaleo,0,global,Psychic,Steel,Full Metal Body,"","",7,1,0,3.4,230,137,137,107,113,89,97,680,1,ultra-rare,uk
931,792,Lunala,0,global,Psychic,Ghost,Shadow Shield,"","",7,1,0,4,120,137,113,89,137,107,97,680,1,ultra-rare,uk
932,793,Nihilego,0,global,Rock,Poison,Beast Boost,"","",7,1,0,1.2,55.5,109,53,47,127,131,103,570,1,ultra-rare,uk
933,794,Buzzwole,0,global,Bug,Fighting,Beast Boost,"","",7,1,0,2.4,333.6,107,139,139,53,53,79,570,1,ultra-rare,uk
934,795,Pheromosa,0,global,Bug,Fighting,Beast Boost,"","",7,1,0,1.8,25,71,137,37,137,37,151,570,1,ultra-rare,uk
935,796,Xurkitree,0,global,Electric,"",Beast Boost,"","",7,1,0,3.8,100,83,89,71,173,71,83,570,1,ultra-rare,uk
936,797,Celesteela,0,global,Steel,Flying,Beast Boost,"","",7,1,0,9.2,999.9,97,101,103,107,101,61,570,1,ultra-rare,uk
937,798,Kartana,0,global,Grass,Steel,Beast Boost,"","",7,1,0,0.3,0.1,59,181,131,59,31,109,570,1,ultra-rare,uk
938,799,Guzzlord,0,global,Dark,Dragon,Beast Boost,"","",7,1,0,5.5,888,223,101,53,97,53,43,570,1,ultra-rare,uk
939,800,Necrozma,0,global,Psychic,"",Prism Armor,"","",7,1,0,2.4,230,97,107,101,127,89,79,600,1,ultra-rare,uk
940,800,Necrozma,1,global,Psychic,Steel,Prism Armor,"","",7,1,0,3.8,460,97,157,127,113,109,77,680,1,ultra-rare,uk
941,800,Necrozma,2,global,Psychic,Ghost,Prism Armor,"","",7,1,0,4.2,350,97,113,109,157,127,77,680,1,ultra-rare,uk
942,800,Necrozma,3,global,Psychic,Dragon,Neuroforce,"","",7,1,0,7.5,230,97,167,97,167,97,129,754,1,ultra-rare,uk
943,801,Magearna,0,global,Steel,Fairy,Soul-Heart,"","",7,1,0,1,80.5,80,95,115,130,115,65,600,1,ultra-rare,uk
944,802,Marshadow,0,global,Fighting,Ghost,Technician,"","",7,1,0,0.7,22.2,90,125,80,90,90,125,600,1,ultra-rare,uk
945,803,Poipole,0,global,Poison,"",Beast Boost,"","",7,1,0,0.6,1.8,67,73,67,73,67,73,420,1,ultra-rare,uk
946,804,Naganadel,0,global,Poison,Dragon,Beast Boost,"","",7,1,0,3.6,150,73,73,73,127,73,121,540,1,ultra-rare,uk
947,805,Stakataka,0,global,Rock,Steel,Beast Boost,"","",7,1,0,5.5,820,61,131,211,53,101,13,570,1,ultra-rare,uk
948,806,Blacephalon,0,global,Fire,Ghost,Beast Boost,"","",7,1,0,1.8,13,53,127,53,151,79,107,570,1,ultra-rare,uk
949,807,Zeraora,0,global,Electric,"",Volt Absorb,"","",7,1,0,1.5,44.5,88,112,75,102,80,143,600,1,ultra-rare,uk
950,808,Meltan,0,global,Steel,"",Magnet Pull,"","",7,1,0,0.2,8,46,65,65,55,35,34,300,1,ultra-rare,uk
